City,State/Province,County,Date,Latitude,Longitude,year,month,day,season,Count,AQI,Temp_Mean
Saint Simons Island,GA,glynn,2020-02-13,31.2,-81.4,2020,2,13,Winter,5,,
Mount Pleasant,SC,charleston,2020-02-13,32.8,-79.9,2020,2,13,Winter,2,,
Tucson,AZ,pima,2020-02-13,32.2,-111.0,2020,2,13,Winter,38,,
Houston,TX,harris,2020-02-13,29.9,-95.5,2020,2,13,Winter,43,,
Whittier,CA,losangeles,2020-02-13,34.0,-118.0,2020,2,13,Winter,5,,
Houston,TX,fortbend,2020-02-13,29.9,-95.5,2020,2,13,Winter,1,,
Vero Beach,FL,indianriver,2020-02-14,27.7,-80.4,2020,2,14,Winter,5,,
Brownsville,TX,cameron,2020-02-14,25.9,-97.5,2020,2,14,Winter,24,,
Fort Lauderdale,FL,broward,2020-02-14,26.1,-80.1,2020,2,14,Winter,34,,
Jacksonville,FL,duval,2020-02-14,30.3,-81.7,2020,2,14,Winter,22,,
Whittier,CA,losangeles,2020-02-14,34.0,-118.0,2020,2,14,Winter,5,,
Kenner,LA,jefferson,2020-02-14,30.0,-90.3,2020,2,14,Winter,3,,
Jacksonville,FL,saintjohns,2020-02-14,30.3,-81.7,2020,2,14,Winter,4,,
Orange Beach,AL,baldwin,2020-02-14,30.3,-87.6,2020,2,14,Winter,2,,
Fort Myers,FL,lee,2020-02-15,26.6,-81.9,2020,2,15,Winter,8,,
Palacios,TX,matagorda,2020-02-15,28.6,-96.1,2020,2,15,Winter,3,,
Baton Rouge,LA,eastbatonrouge,2020-02-15,30.4,-91.2,2020,2,15,Winter,17,,
Miami,FL,miami-dade,2020-02-15,26.0,-80.1,2020,2,15,Winter,68,,
Houston,TX,fortbend,2020-02-15,29.8,-95.5,2020,2,15,Winter,1,,
Tucson,AZ,pima,2020-02-15,32.2,-110.8,2020,2,15,Winter,19,,
Houston,TX,harris,2020-02-15,29.8,-95.5,2020,2,15,Winter,43,,
Corpus Christi,TX,nueces,2020-02-15,27.8,-97.4,2020,2,15,Winter,5,,
Corpus Christi,TX,nueces,2020-02-16,27.6,-97.2,2020,2,16,Winter,5,,
Corpus Christi,TX,nueces,2020-02-16,27.7,-97.3,2020,2,16,Winter,5,,
Dunedin,FL,pinellas,2020-02-17,28.0,-82.8,2020,2,17,Winter,1,,
Gilroy,CA,santaclara,2020-02-17,37.0,-121.7,2020,2,17,Winter,3,,
Spring,TX,harris,2020-02-18,30.2,-95.5,2020,2,18,Winter,8,,
Corpus Christi,TX,nueces,2020-02-18,27.7,-97.3,2020,2,18,Winter,5,,
Carlsbad,CA,sandiego,2020-02-18,33.1,-117.3,2020,2,18,Winter,3,,
Hollywood,FL,broward,2020-02-18,26.0,-80.4,2020,2,18,Winter,20,,
Mission,TX,hidalgo,2020-02-18,26.2,-98.4,2020,2,18,Winter,12,,
Mobile,AL,mobile,2020-02-18,30.7,-88.1,2020,2,18,Winter,15,,
Spring,TX,montgomery,2020-02-18,30.2,-95.5,2020,2,18,Winter,12,,
Pass Christian,MS,harrison,2020-02-19,30.3,-89.2,2020,2,19,Winter,4,,
Santa Cruz,CA,santacruz,2020-02-19,37.0,-122.0,2020,2,19,Winter,4,,
Fort Myers,FL,lee,2020-02-19,26.5,-81.9,2020,2,19,Winter,24,,
Naples,FL,collier,2020-02-19,26.2,-81.8,2020,2,19,Winter,4,,
De Leon Springs,FL,volusia,2020-02-19,29.2,-81.3,2020,2,19,Winter,2,,
Homosassa,FL,citrus,2020-02-19,28.8,-82.6,2020,2,19,Winter,3,,
Vero Beach,FL,indianriver,2020-02-19,27.7,-80.4,2020,2,19,Winter,5,,
Venice,CA,losangeles,2020-02-20,34.0,-118.5,2020,2,20,Winter,4,,
Montgomery,TX,montgomery,2020-02-20,30.4,-95.7,2020,2,20,Winter,2,,
North Fort Myers,FL,lee,2020-02-20,26.7,-81.9,2020,2,20,Winter,16,,
Port Aransas,TX,nueces,2020-02-21,27.8,-97.1,2020,2,21,Winter,1,,
Spring,TX,harris,2020-02-22,30.1,-95.5,2020,2,22,Winter,4,,
Spring,TX,montgomery,2020-02-22,30.1,-95.5,2020,2,22,Winter,6,,
New Port Richey,FL,pasco,2020-02-22,28.2,-82.7,2020,2,22,Winter,6,,
Venice,CA,losangeles,2020-02-22,34.0,-118.5,2020,2,22,Winter,4,,
Saint Augustine,FL,saintjohns,2020-02-23,29.8,-81.4,2020,2,23,Winter,7,,
San Antonio,TX,bexar,2020-02-24,29.5,-98.5,2020,2,24,Winter,192,,
Panama City Beach,FL,bay,2020-02-24,30.2,-85.8,2020,2,24,Winter,10,,
Houston,TX,fortbend,2020-02-24,29.8,-95.6,2020,2,24,Winter,2,,
Houston,TX,harris,2020-02-24,29.8,-95.6,2020,2,24,Winter,86,,
San Antonio,TX,comal,2020-02-24,29.5,-98.5,2020,2,24,Winter,18,,
San Antonio,TX,bexar,2020-02-25,29.4,-98.5,2020,2,25,Winter,64,,
Stuart,FL,martin,2020-02-25,27.1,-80.2,2020,2,25,Winter,2,,
Brownsville,TX,cameron,2020-02-25,25.9,-97.5,2020,2,25,Winter,12,,
Port O Connor,TX,calhoun,2020-02-25,28.5,-96.4,2020,2,25,Winter,4,,
San Antonio,TX,comal,2020-02-25,29.4,-98.5,2020,2,25,Winter,6,,
Fernandina Beach,FL,nassau,2020-02-26,30.7,-81.5,2020,2,26,Winter,30,,
Palm Beach Gardens,FL,palmbeach,2020-02-26,26.8,-80.1,2020,2,26,Winter,28,,
San Antonio,TX,comal,2020-02-27,29.4,-98.5,2020,2,27,Winter,3,,
League City,TX,galveston,2020-02-27,29.5,-95.0,2020,2,27,Winter,2,,
San Antonio,TX,bexar,2020-02-27,29.4,-98.5,2020,2,27,Winter,32,,
Torrance,CA,losangeles,2020-02-28,33.8,-118.3,2020,2,28,Winter,2,,
Corpus Christi,TX,nueces,2020-02-28,27.8,-97.4,2020,2,28,Winter,5,,
Ocala,FL,marion,2020-02-28,29.2,-82.1,2020,2,28,Winter,2,,
Pass Christian,MS,harrison,2020-02-28,30.3,-89.2,2020,2,28,Winter,4,,
Friendswood,TX,galveston,2020-02-28,29.5,-95.2,2020,2,28,Winter,2,,
Spring,TX,harris,2020-02-29,30.1,-95.4,2020,2,29,Winter,4,,
Destin,FL,okaloosa,2020-02-29,30.4,-86.4,2020,2,29,Winter,1,,
Spring,TX,montgomery,2020-02-29,30.1,-95.4,2020,2,29,Winter,6,,
Mesa,AZ,maricopa,2020-02-29,33.4,-111.8,2020,2,29,Winter,1,,
Houston,TX,harris,2020-02-29,29.7,-95.6,2020,2,29,Winter,86,,
Houston,TX,fortbend,2020-02-29,29.7,-95.6,2020,2,29,Winter,2,,
New Orleans,LA,orleans,2020-03-01,29.9,-90.2,2020,3,1,Spring,48,,
San Marcos,TX,hays,2020-03-01,29.9,-97.9,2020,3,1,Spring,1,,
New Orleans,LA,jefferson,2020-03-01,30.0,-90.0,2020,3,1,Spring,18,,
New Orleans,LA,orleans,2020-03-01,30.0,-90.0,2020,3,1,Spring,72,,
New Orleans,LA,jefferson,2020-03-01,29.9,-90.2,2020,3,1,Spring,12,,
Bradenton,FL,manatee,2020-03-01,27.5,-82.6,2020,3,1,Spring,32,,
Navarre,FL,santarosa,2020-03-01,30.4,-86.9,2020,3,1,Spring,2,,
Clearwater,FL,pinellas,2020-03-01,28.0,-82.8,2020,3,1,Spring,3,,
Franklin,LA,saintmary,2020-03-02,29.8,-91.5,2020,3,2,Spring,3,,
Jacksonville,FL,duval,2020-03-02,30.3,-81.4,2020,3,2,Spring,44,,
Jacksonville,FL,saintjohns,2020-03-02,30.3,-81.4,2020,3,2,Spring,8,,
Mesa,AZ,maricopa,2020-03-03,33.5,-111.7,2020,3,3,Spring,1,,
Alameda,CA,alameda,2020-03-03,37.8,-122.2,2020,3,3,Spring,4,,
Santa Cruz,CA,santacruz,2020-03-04,37.0,-122.0,2020,3,4,Spring,4,,
Austin,TX,travis,2020-03-04,30.3,-97.7,2020,3,4,Spring,86,,
Port O Connor,TX,calhoun,2020-03-04,28.5,-96.4,2020,3,4,Spring,2,,
Austin,TX,williamson,2020-03-04,30.3,-97.7,2020,3,4,Spring,6,,
Austin,TX,hays,2020-03-04,30.3,-97.7,2020,3,4,Spring,2,,
Bradenton,FL,manatee,2020-03-04,27.5,-82.6,2020,3,4,Spring,48,,
Miramar Beach,FL,walton,2020-03-04,30.4,-86.3,2020,3,4,Spring,3,,
Kingsville,TX,kleberg,2020-03-04,27.5,-97.9,2020,3,4,Spring,5,,
Pearland,TX,brazoria,2020-03-04,29.6,-95.3,2020,3,4,Spring,3,,
Brownsville,TX,cameron,2020-03-05,25.9,-97.5,2020,3,5,Spring,48,,
Port Bolivar,TX,galveston,2020-03-05,29.5,-94.6,2020,3,5,Spring,3,,
Corpus Christi,TX,nueces,2020-03-05,27.8,-97.4,2020,3,5,Spring,5,,
Corpus Christi,TX,nueces,2020-03-05,27.7,-97.4,2020,3,5,Spring,15,,
San Marcos,TX,hays,2020-03-05,29.9,-97.9,2020,3,5,Spring,1,,
Palacios,TX,matagorda,2020-03-05,28.6,-96.1,2020,3,5,Spring,5,,
Sugar Land,TX,fortbend,2020-03-05,29.6,-95.7,2020,3,5,Spring,1,,
Riverside,CA,riverside,2020-03-05,33.9,-117.4,2020,3,5,Spring,11,,
Katy,TX,harris,2020-03-06,29.8,-95.8,2020,3,6,Spring,2,,
Corpus Christi,TX,nueces,2020-03-06,27.8,-97.4,2020,3,6,Spring,5,,
Columbia,MS,marion,2020-03-06,31.3,-89.8,2020,3,6,Spring,1,,
New Braunfels,TX,comal,2020-03-06,29.7,-98.1,2020,3,6,Spring,7,,
New Caney,TX,montgomery,2020-03-06,30.2,-95.2,2020,3,6,Spring,3,,
Middleburg,FL,clay,2020-03-06,30.1,-81.9,2020,3,6,Spring,1,,
Sweeny,TX,brazoria,2020-03-06,29.1,-95.7,2020,3,6,Spring,9,,
Austin,TX,hays,2020-03-06,30.3,-97.8,2020,3,6,Spring,1,,
Tyler,TX,smith,2020-03-06,32.3,-95.3,2020,3,6,Spring,10,,
Austin,TX,williamson,2020-03-06,30.3,-97.8,2020,3,6,Spring,3,,
Austin,TX,travis,2020-03-06,30.3,-97.8,2020,3,6,Spring,43,,
Conroe,TX,montgomery,2020-03-06,30.2,-95.4,2020,3,6,Spring,14,,
Magnolia,TX,montgomery,2020-03-06,30.2,-95.8,2020,3,6,Spring,10,,
Naples,FL,collier,2020-03-06,26.2,-81.8,2020,3,6,Spring,8,,
Vero Beach,FL,indianriver,2020-03-06,27.7,-80.4,2020,3,6,Spring,5,,
Newbury Park,CA,ventura,2020-03-06,34.2,-118.9,2020,3,6,Spring,3,,
Brownsville,TX,cameron,2020-03-06,25.9,-97.5,2020,3,6,Spring,12,,
Katy,TX,fortbend,2020-03-06,29.8,-95.8,2020,3,6,Spring,2,,
Fernandina Beach,FL,nassau,2020-03-06,30.6,-81.5,2020,3,6,Spring,6,,
Gretna,LA,jefferson,2020-03-06,29.9,-90.0,2020,3,6,Spring,6,,
Escondido,CA,sandiego,2020-03-06,33.1,-117.1,2020,3,6,Spring,2,,
Palacios,TX,matagorda,2020-03-06,28.8,-96.2,2020,3,6,Spring,1,,
Richmond,TX,fortbend,2020-03-06,29.6,-95.8,2020,3,6,Spring,42,,
San Marcos,TX,hays,2020-03-06,29.9,-98.0,2020,3,6,Spring,1,,
Whittier,CA,losangeles,2020-03-06,34.0,-118.0,2020,3,6,Spring,5,,
San Antonio,TX,comal,2020-03-06,29.6,-98.5,2020,3,6,Spring,3,,
Homosassa,FL,citrus,2020-03-06,28.8,-82.6,2020,3,6,Spring,6,,
Fort Myers,FL,lee,2020-03-06,26.5,-81.8,2020,3,6,Spring,8,,
Raymondville,TX,willacy,2020-03-06,26.5,-97.5,2020,3,6,Spring,40,,
San Antonio,TX,bexar,2020-03-06,29.6,-98.5,2020,3,6,Spring,32,,
Damon,TX,brazoria,2020-03-07,29.4,-95.6,2020,3,7,Spring,2,,
Pass Christian,MS,harrison,2020-03-07,30.3,-89.2,2020,3,7,Spring,4,,
Ocean City,MD,worcester,2020-03-07,38.0,-75.2,2020,3,7,Spring,3,,
Humble,TX,harris,2020-03-07,30.0,-95.3,2020,3,7,Spring,4,,
Houma,LA,terrebonne,2020-03-08,29.6,-90.7,2020,3,8,Spring,3,,
Austin,TX,williamson,2020-03-08,30.3,-97.7,2020,3,8,Spring,3,,
Baton Rouge,LA,eastbatonrouge,2020-03-08,30.5,-91.2,2020,3,8,Spring,17,,
Austin,TX,williamson,2020-03-08,30.2,-97.7,2020,3,8,Spring,3,,
Brenham,TX,washington,2020-03-08,30.1,-96.4,2020,3,8,Spring,3,,
Round Rock,TX,williamson,2020-03-08,30.5,-97.7,2020,3,8,Spring,8,,
Bentley,LA,grant,2020-03-08,31.5,-92.6,2020,3,8,Spring,2,,
Austin,TX,travis,2020-03-08,30.2,-97.7,2020,3,8,Spring,43,,
Kemah,TX,galveston,2020-03-08,29.5,-95.0,2020,3,8,Spring,3,,
Kingwood,TX,harris,2020-03-08,30.0,-95.2,2020,3,8,Spring,2,,
Iowa,LA,calcasieu,2020-03-08,30.2,-93.0,2020,3,8,Spring,2,,
Seguin,TX,guadalupe,2020-03-08,29.6,-97.9,2020,3,8,Spring,2,,
Austin,TX,travis,2020-03-08,30.3,-97.7,2020,3,8,Spring,43,,
Austin,TX,hays,2020-03-08,30.2,-97.7,2020,3,8,Spring,1,,
Santa Rosa Beach,FL,walton,2020-03-08,30.3,-86.2,2020,3,8,Spring,4,,
Santa Fe,TX,galveston,2020-03-08,29.4,-95.1,2020,3,8,Spring,3,,
Austin,TX,hays,2020-03-08,30.3,-97.7,2020,3,8,Spring,1,,
San Antonio,TX,comal,2020-03-09,29.5,-98.8,2020,3,9,Spring,3,,
Lamesa,TX,dawson,2020-03-09,32.7,-102.1,2020,3,9,Spring,2,,
Buna,TX,jasper,2020-03-09,30.4,-94.0,2020,3,9,Spring,1,,
Westminster,CA,orange,2020-03-09,33.8,-118.0,2020,3,9,Spring,1,,
Chandler,AZ,maricopa,2020-03-09,33.3,-111.9,2020,3,9,Spring,2,,
Lewisville,TX,denton,2020-03-09,33.0,-97.0,2020,3,9,Spring,6,,
San Antonio,TX,bexar,2020-03-09,29.5,-98.8,2020,3,9,Spring,32,,
Bertram,TX,burnet,2020-03-10,30.6,-98.0,2020,3,10,Spring,5,,
Fort Myers,FL,lee,2020-03-10,26.5,-81.8,2020,3,10,Spring,48,,
Pensacola,FL,escambia,2020-03-10,30.4,-87.2,2020,3,10,Spring,9,,
Dallas,TX,collin,2020-03-10,32.8,-96.8,2020,3,10,Spring,2,,
Belleview,FL,marion,2020-03-10,29.1,-82.0,2020,3,10,Spring,1,,
Plano,TX,collin,2020-03-10,33.1,-96.8,2020,3,10,Spring,3,,
Junction,TX,kimble,2020-03-10,30.5,-99.8,2020,3,10,Spring,2,,
Austin,TX,hays,2020-03-10,30.3,-97.8,2020,3,10,Spring,1,,
Austin,TX,hays,2020-03-10,30.3,-97.7,2020,3,10,Spring,5,,
Austin,TX,hays,2020-03-10,30.4,-97.7,2020,3,10,Spring,2,,
Interlachen,FL,putnam,2020-03-10,29.6,-81.9,2020,3,10,Spring,1,,
Austin,TX,travis,2020-03-10,30.3,-97.8,2020,3,10,Spring,43,,
Austin,TX,travis,2020-03-10,30.3,-97.7,2020,3,10,Spring,215,,
Austin,TX,travis,2020-03-10,30.4,-97.7,2020,3,10,Spring,86,,
Houston,TX,harris,2020-03-10,30.0,-95.6,2020,3,10,Spring,43,,
Austin,TX,williamson,2020-03-10,30.3,-97.8,2020,3,10,Spring,3,,
Austin,TX,williamson,2020-03-10,30.3,-97.7,2020,3,10,Spring,15,,
Carrollton,TX,dallas,2020-03-10,33.0,-96.9,2020,3,10,Spring,1,,
Kingwood,TX,harris,2020-03-10,30.1,-95.2,2020,3,10,Spring,2,,
Houston,TX,fortbend,2020-03-10,30.0,-95.6,2020,3,10,Spring,1,,
Bertram,TX,burnet,2020-03-10,30.5,-98.0,2020,3,10,Spring,5,,
Austin,TX,williamson,2020-03-10,30.4,-97.7,2020,3,10,Spring,6,,
Georgetown,TX,williamson,2020-03-10,30.6,-97.8,2020,3,10,Spring,4,,
Texas City,TX,galveston,2020-03-10,29.4,-94.9,2020,3,10,Spring,4,,
Orange Beach,AL,baldwin,2020-03-10,30.3,-87.7,2020,3,10,Spring,2,,
San Antonio,TX,bexar,2020-03-10,29.5,-98.8,2020,3,10,Spring,64,,
Elgin,TX,bastrop,2020-03-10,30.3,-97.4,2020,3,10,Spring,14,,
San Antonio,TX,bexar,2020-03-10,29.5,-98.5,2020,3,10,Spring,32,,
San Antonio,TX,bexar,2020-03-10,29.6,-98.4,2020,3,10,Spring,64,,
Pascagoula,MS,jackson,2020-03-10,30.4,-88.6,2020,3,10,Spring,11,,
Spring,TX,montgomery,2020-03-10,30.2,-95.5,2020,3,10,Spring,6,,
Dallas,TX,dallas,2020-03-10,32.8,-96.8,2020,3,10,Spring,23,,
Carrollton,TX,denton,2020-03-10,33.0,-96.9,2020,3,10,Spring,1,,
Mexia,TX,limestone,2020-03-10,31.7,-96.5,2020,3,10,Spring,6,,
San Antonio,TX,comal,2020-03-10,29.5,-98.8,2020,3,10,Spring,6,,
San Antonio,TX,comal,2020-03-10,29.5,-98.5,2020,3,10,Spring,3,,
Oviedo,FL,seminole,2020-03-10,28.7,-81.2,2020,3,10,Spring,6,,
San Antonio,TX,comal,2020-03-10,29.6,-98.4,2020,3,10,Spring,6,,
Spring,TX,harris,2020-03-10,30.2,-95.5,2020,3,10,Spring,4,,
Austin,TX,williamson,2020-03-11,30.3,-97.7,2020,3,11,Spring,6,,
Marble Falls,TX,burnet,2020-03-11,30.6,-98.4,2020,3,11,Spring,15,,
Houston,TX,fortbend,2020-03-11,30.0,-95.6,2020,3,11,Spring,1,,
Kingwood,TX,harris,2020-03-11,30.0,-95.2,2020,3,11,Spring,2,,
Austin,TX,travis,2020-03-11,30.3,-97.7,2020,3,11,Spring,86,,
Conroe,TX,montgomery,2020-03-11,30.3,-95.5,2020,3,11,Spring,14,,
Houston,TX,harris,2020-03-11,30.0,-95.6,2020,3,11,Spring,43,,
College Station,TX,brazos,2020-03-11,30.6,-96.3,2020,3,11,Spring,4,,
Englewood,FL,charlotte,2020-03-11,27.0,-82.4,2020,3,11,Spring,3,,
Corpus Christi,TX,nueces,2020-03-11,27.8,-97.4,2020,3,11,Spring,10,,
Caldwell,TX,burleson,2020-03-11,30.6,-96.5,2020,3,11,Spring,1,,
Buna,TX,jasper,2020-03-11,30.4,-94.0,2020,3,11,Spring,2,,
Austin,TX,hays,2020-03-11,30.3,-97.7,2020,3,11,Spring,2,,
Englewood,FL,sarasota,2020-03-11,27.0,-82.4,2020,3,11,Spring,3,,
